t,pwf,qg
4046,250.56,183.85
4047,250.85,181.8
4048,245.48,180.78
4049,274.47,161.82
4050,240.97,186.22
4051,250.86,185.17
4052,253.92,181.85
4053,251.49,179.55
4054,254.62,182.18
4055,252.03,182.61
4056,258.73,183.22
4057,256.86,181.76
4058,260.99,182.33
4059,259.65,185.08
4060,255.8,181.58
4061,246.19,182.01
4062,253.8,184.08
4063,252.8,182.23
4064,256.2,178.94
4065,255.12,179.88
4066,234.73,186.6
4067,246.39,178.81
4068,278.28,171.18
4069,249.37,161.01
4070,262.07,178.28
4071,233.53,178.86
4072,260.82,178.1
4073,233.33,179.81
4074,269.43,172.07
4075,264.22,160.17
4076,254.71,163.61
4077,229.62,188.37
4078,236.07,193.75
4079,226.71,182.51
4080,233.06,191.61
4081,240.24,182.59
4082,233.18,183.47
4083,241.01,185.08
4084,238.16,178.51
4085,242.61,186.88
4086,243.63,175.41
4087,227.1,180.94
4088,226.96,184.64
4089,236.54,184.77
4090,227.64,180.95
4091,228.16,179.95
4092,238.58,182.23
4093,224.02,185.54
4094,216.78,180.77
4095,219.37,180.57
4096,228.04,184.33
4097,241.4,179.26
4098,243.57,175.76
4099,241.73,186.32
4100,233.37,175.4
4101,245.94,178.27
4102,222,182.98
4103,221.98,181
4104,229.33,188.94
4105,199.77,193.62
4106,193.55,182.71
4107,220.45,187.51
4108,234.89,183.22
4109,240.76,171.38
4110,240.28,179.39
4111,231.9,185.34
4112,236.42,174.83
4113,222.82,181.91
4114,209.1,179.97
4115,209.37,175.83
4116,210.33,178.56
4117,209.79,185.71
4118,224.92,178.85
4119,202.26,185.02
4120,215.43,182.9
4121,228.06,173.67
4122,219.98,172.02
4123,219,177.79
4124,216.83,180.12
4125,222.91,183.25
4126,229.75,166.77
4127,238,183.07
4128,247.81,174.4
4129,250.55,173.98
4130,219.18,175.22
4131,198.06,179.57
4132,209.05,180.94
4133,210.47,183.79
4134,216.77,175.81
4135,235.98,179.33
4136,242.19,175.67
4137,303.4,172.52
4138,263.94,178.12
4139,207.09,177.41
4140,305.63,180.33
4142,324.99,173.88
4144,314.32,172.89
4146,213.89,179.26
4150,326.81,172.83
4151,276,176.05
4152,256.49,173.72
4153,244.01,174.03
4154,290.05,178.13
4155,295.24,160.82
4156,278.21,191.46
4158,213.18,175.49
4159,204.5,167.31
4160,224.89,180.57
4161,279.25,178.76
4163,255.36,172.02
4164,299.23,173.71
4165,232.24,174.82
4166,262.97,175.05
4167,247.23,171.57
4168,220.11,172.34
4169,214.35,174.49
4170,293.92,174.35
4172,328.79,176.44
4174,193.44,174.7
4175,185.81,167.04
4176,208.7,172.09
4177,200.63,169.79
4178,190.04,168.21
4179,207.02,166.87
4180,205.13,175.47
4181,198.94,173.03
4182,194.21,177.03
4183,208.88,171.47
4184,209.23,173.46
4185,202.78,173.92
4186,198.9,174.9
4187,208.35,172.89
4188,222.27,169.31
4189,230.85,167.33
4190,213.19,166.98
4191,232.37,175.28
4192,199.26,174.44
4193,184.97,173.46
4194,187.62,174.47
4195,185.73,174.58
4196,179.19,170.66
4197,191.12,172.12
4198,204.99,171.58
4199,203.76,170.99
4200,203.78,174
4201,189.25,172.01
4202,216.76,163.41
4203,211.6,166.14
4204,225.91,168.99
4205,207.09,169.87
4206,221.06,164.26
4207,226.34,171.51
4208,239.76,171.42
4209,204.63,161.35
4210,202.3,164.14
4211,207.24,163.69
4212,212.05,163.38
4213,192.95,161.16
4214,216.98,163.75
4215,224.3,160.46
4216,224.79,161.69
4217,224.68,163.08
4218,220.41,166.21
4219,217.62,155.4
4220,223.37,161.3
4221,225.4,173.09
4222,215.94,168.98
4223,204.77,165.11
4224,202.13,164.08
4225,206.34,163.44
4226,186.13,175.98
4227,190.03,170.09
4228,215.26,160.95
4229,207.6,146.88
4230,197.26,176.35
4231,202.32,166.4
4232,202.34,150.09
4233,203.69,140.86
4234,205.33,181.71
4235,222.79,156.86
4236,210,146.54
4237,192.66,175.23
4238,188.95,159.72
4239,182.89,171.77
4240,197.86,166.38
4241,193.11,170.26
4242,211.6,158.51
4243,216.05,162.01
4244,186.97,175.07
4245,197.89,181.6
4246,206.53,178.5
4247,215.53,163.55
4248,219.86,171.95
4249,193.59,170.94
4250,205.46,168.98
4251,211.44,159.41
4252,205.05,167.15
4253,215.11,162.83
4254,227.34,168.87
4255,237.36,172.07
4256,221.5,167.91
4257,202.47,169.67
4258,203.99,178.69
4259,203.6,170.07
4260,229,166.43
4261,204.84,172.12
4262,194.28,170.94
4263,189.93,173.13
4264,183.21,175.61
4265,192.15,168.53
4266,212.58,168.8
4267,224.39,170.04
4268,225.74,165.28
4269,232.93,174.16
4270,209.23,176.29
4271,216.05,182.78
4272,209.33,174.94
4273,200.71,175.73
4274,189.48,174.65
4275,215.44,170.3
4276,216.34,167.24
4277,218.96,173.32
4278,222.55,167.95
4279,239.01,165.04
4280,208.3,170.37
4281,214.24,171.45
4282,250.23,179.06
4283,302.99,173.35
4284,285.09,170.42
4285,376.19,167.96
4286,250.01,161.98
4287,278.47,167.09
4288,206.59,167.89
4289,268.2,167.26
4290,539.67,167.63
4291,518.73,170.5
4292,448.01,209.85
4293,213.47,165.81
4294,249.72,165.66
4295,640.12,159.88
4296,278.11,167.93
4297,624.74,164.31
4298,211.91,160.53
4299,339.69,166.86
4300,464.01,170.9
4301,234.62,167.6
4302,200.18,173.83
4303,202.14,172.49
4304,312.53,166.2
4305,422.17,171.27
4306,286.19,164.47
4307,327.37,168
4308,369.07,170.56
4309,218.43,161.53
4310,222.4,165.77
4311,236.34,164.91
4312,246.53,159.67
4313,243.21,158.06
4314,295.28,162.58
4315,219.55,163.34
4316,230.12,158.87
4317,228,160.85
4318,229.03,162.6
4319,227.77,160.33
4320,221.73,161.99
4321,213.53,155.61
4322,225.81,157.79
4323,232.06,155.08
4324,233.99,153.38
4325,231.87,165.81
4326,225.41,165.74
4327,214.05,163.7
4329,219.49,118.14
4330,212.38,129.35
4331,230.5,146.7
4332,225.34,195.35
4333,213.82,187.16
4334,216.09,187.32
4335,225.95,177.29
4336,220.99,184.14
4337,215.6,177.52
4338,210.3,183.27
4339,222.87,175.91
4340,230.08,176.44
4341,229.42,170.86
4342,230.22,175.48
4343,221.92,166.07
4344,233.04,158.92
4345,227.43,159.56
4346,236.86,159.98
4347,235.52,182.48
4348,244.66,180.44
4349,231.68,172.77
4350,253.1,175.41
4351,362.86,178.59
4352,308.94,174.46
4353,271.11,175.21
4354,252.12,173.22
4355,380.33,175.66
4356,466.59,168.11
4357,484.51,175.02
4358,238.72,180.52
4359,264.68,178
4360,288.59,169.09
4361,550.86,159.8
4362,456.72,160.43
4363,281,162.03
4364,366.48,152.77
4365,353.38,166.11
4366,275.33,166.83
4367,310.68,158.61
4368,328.89,162.04
4369,707.54,145.53
4370,493.46,170.44
4371,441.07,167.01
4372,286.02,165.32
4373,612.45,169.31
4374,379.76,163.11
4375,357.97,166.52
4376,354.26,158.26
4377,298.82,164.75
4378,301.91,150.27
4379,298.75,157.25
4380,298.7,160.51
4381,299.46,161.01
4382,299.52,178
4383,350.04,165.61
4384,659.05,163.46
4385,522.62,153.02
4386,820.49,157.56
4387,774.04,150.44
4388,305.24,132.02
4389,501.07,173.4
4390,602.73,119.16
4391,476.07,143.36
4392,672.73,126.58
4393,303.3,172.5
4394,330,177.1
4395,321.69,179.19
4396,541.57,171.62
4397,577.76,172.17
4398,549.83,156.48
4399,717.55,188.64
4400,584.18,156.29
4401,493.74,141.87
4402,310.32,126.02
4403,329.41,177.01
4404,812.89,153.45
4405,556.64,159.15
4406,385.65,160.94
4407,308.6,144.51
4408,305.14,177.59
4409,303.69,151.76
4410,311.72,139.54
4411,522.8,146.95
4412,487.35,167.21
4413,532.35,173.59
4414,722.75,172.02
4415,593.31,144.96
4416,299.04,159.84
4417,300.39,174.46
4418,299.96,141.42
4419,299.9,114.62
4420,300.07,148.13
4421,307.74,159.03
4422,416.45,194.65
4423,474.64,153.67
4424,473.97,140.23
4425,396.6,197.29
4426,518.4,161.77
4427,387.34,177.6
4428,331.44,149.99
4429,452.22,183.99
4430,311.75,141.07
4431,350.22,187.56
4432,508.72,143.34
4433,463.61,192.54
4434,486.16,146.32
4435,470.76,149.14
4436,433.8,158.56
4437,450.34,188.12
4438,459.66,169.39
4439,455.56,183.84
4440,454.3,173.53
4441,435.05,168.27
4442,348.22,174.07
4443,319.07,178.54
4444,300.49,177.23
4445,304.15,153.51
4446,316.96,156.06
4447,384.63,179.07
4448,576.84,138.9
4449,499.04,170.6
4450,327.29,159.53
4451,309.05,168
4452,312.6,140.05
4453,308.72,139.94
4454,311.98,177.82
4455,312.61,151.15
4456,311.46,161.24
4457,311.99,116.69
4458,342.17,147.41
4459,303.56,117.35
4460,300.87,20.06
4461,314.71,85.71
4462,310.72,191.05
4463,305.48,142.78
4464,301.67,141.67
4465,300.01,107.45
4466,298.23,117.63
4467,298.37,166.95
4468,299.31,154.46
4469,299,56.63
4470,298.66,134.79
4471,298.56,145.73
4472,298.89,158.61
4473,299.5,181.09
4474,300.3,153.38
4475,300.35,146.68
4476,301.68,159.82
4477,301.66,194.41
4478,301.22,177.6
4479,301.83,141.5
4480,301.9,120.59
4481,300.52,138.13
4482,301.87,187.74
4483,297.74,187.57
4484,316.2,170.07
4485,333.35,168.55
4486,293.62,181.31
4487,300.74,172.25
4488,300.92,157.47
4489,300.07,178
4490,302.09,175.37
4491,302.85,149.74
4492,302.6,132.02
4493,302.48,147.17
4494,304.34,162.22
4495,320.08,165.69
4496,302.55,170.02
4497,303.88,167.9
4498,301.49,178.71
4499,303.87,176.14
4500,301.71,159.88
4501,300.45,177.02
4502,302.93,172.46
4503,332.29,161.13
4504,323.8,159.38
4505,297.56,177.83
4506,297.68,153.12
4507,297.03,178.47
4508,296.9,161.15
4509,296.86,171.53
4510,296.2,154.61
4511,296.65,178.82
4512,296.42,165.35
4513,297.23,165.67
4514,296.62,175.44
4515,296.6,150
4516,297.47,179.02
4517,296.99,146.72
4518,296.84,186.64
4519,297.17,147.8
4520,296.66,166.29
4521,297.74,174.47
4522,296.17,150.92
4523,296.82,167.2
4524,296.55,135.26
4525,296.41,160.12
4526,296.97,162.03
4527,296.63,131.68
4528,297.2,184.36
4529,296.66,149.94
4530,296.32,149.18
4531,296.68,154.49
4532,297.24,139.48
4533,297.61,177.28
4534,297.5,139.66
4535,296.8,163.33
4536,296.63,187.71
4537,296.33,171.89
4538,296.77,182.93
4539,296.39,177.38
4540,296.75,176.22
4541,296.89,176.87
4542,296.4,144.08
4543,296.83,186.87
4544,296.74,161.44
4545,296.24,172.94
4546,296.67,161.4
4547,296.26,142.65
4548,296.86,164.08
4549,296.46,152.91
4550,882.53,153.05
4551,607.87,174.35
4552,295.94,151.22
4553,296.61,151.55
4554,296.82,164.63
4555,297.15,161.53
4556,297.26,171.97
4557,296.84,168.71
4558,296.97,178.68
4559,296.63,172.88
4560,296.31,168.63
4561,297.1,172.14
4562,296.45,178.75
4563,296.82,184.93
4564,297.54,175.56
4565,296.97,174.19
4566,296.48,181.7
4567,296.46,181.29
4568,296.38,178.04
4569,296.41,174.13
4570,296.89,180.32
4571,297.26,178.61
4572,296.56,179.72
4573,295.92,170.58
4574,296.49,168.74
4575,296.66,173.77
4576,296.85,160.5
4577,296.83,170.14
4578,296.29,178.73
4579,296.58,169.41
4580,297.06,179.7
4581,296.26,166.92
4582,296.22,164.34
4583,295.99,160.93
4584,296.27,158.45
4585,296.92,174.4
4586,296.47,176.23
4587,296.05,145.04
4588,296.23,169.73
4589,296.61,182.59
4590,296.94,174.9
4591,296.81,175.14
4592,297.09,171.08
4593,296.91,168.64
4594,297,163.32
4595,296.92,161.96
4596,297.12,172.57
4597,297.38,172.99
4598,297.47,165.22
4599,297.55,157.92
4600,297.13,178.82
4601,297.26,176.91
4602,296.69,175.97
4603,296.84,172.89
4604,296.67,157.2
4605,297.16,169.12
4609,296.06,134.92
4610,297.23,134.89
4611,296.07,137.69
4612,297.15,185.91
4613,297,118.35
4614,297.13,73.63
4615,296.04,147.89
4616,297.06,129.51
4617,297.28,152.42
4618,296.63,163.48
4619,297.6,151.67
4620,296.79,151.88
4621,296.69,144.23
4622,297.28,210.03
4623,296.89,149.58
4624,297.47,182.17
4625,297.64,102.86
4626,296.35,164.38
4627,297.81,131.7
4628,296.37,145.27
4629,296.78,166.18
4630,297.66,183.32
4631,296.98,176.39
4632,297.19,149.42
4633,297.11,194.6
4634,296.74,130.25
4635,297.34,206.31
4636,298.08,134.46
4637,296.31,184.14
4638,297.66,145.05
4639,297.28,144.6
4640,297.21,149.37
4641,297.73,196.12
4642,296.9,159.45
4643,297.06,139.4
4644,297.92,197.5
4645,297.28,180.94
4646,297.29,167.46
4647,297.52,168.37
4648,297.35,161.88
4649,297.76,185.44
4650,297.36,142.02
4651,297.06,167.86
4652,297.01,149.11
4653,298.09,185.28
4654,297.26,178.8
4655,297.33,173.27
4656,297.63,154.03
4657,297.15,147.89
4658,297.88,172.45
4659,297.53,164.88
4660,297.94,175.55
4661,298.04,174.62
4662,297.29,172.82
4663,297.36,163.96
4664,297.37,142.95
4665,297.98,177.16
4666,297.39,113.59
4667,298.32,195.51
4668,298.15,119.46
4669,298.32,182.53
4670,298.91,134.44
4671,298.06,146.63
4672,298.26,163.55
4673,298.62,150.39
4674,298.72,187.06
4675,298.26,167.49
4676,298.62,151.03
4677,299.28,174.59
4678,299.28,177.25
4679,299.05,171.5
4680,298.71,153.76
4681,300.07,181.97
4682,299.56,143.94
4683,299.37,122.36
4684,299.52,169.04
4685,299.61,168.69
4686,300.82,163.72
4687,301.54,163.7
4688,300.28,154.16
4689,300.53,147.12
4690,301.79,170.76
4691,301.22,170.75
4692,300.89,133.31
4693,301.33,168.6
4694,300.91,156.59
4695,301.66,176.26
4696,301.22,178.08
4697,302.03,170.7
4698,301.48,164.48
4699,301.46,163.87
4700,301.98,161.25
4701,302.33,169.27
4702,302.29,165.21
4703,303.34,173.21
4704,303.79,156.42
4705,297.78,169.46
4706,297.87,164.91
4707,297.61,160.36
4708,297.64,165.79
4709,297.76,164.27
4710,298.17,164.28
4711,298.03,159.99
4712,298.15,160.79
4713,298.2,138.69
4714,297.66,146.53
4715,297.77,168.23
4716,298.23,173.86
4717,298.27,168.79
4718,298,165.15
4719,297.74,163.79
4720,297.75,153.78
4721,297.92,152.8
4722,297.3,157.89
4723,297.87,162.45
4724,297.98,162.11
4725,298.05,163.14
4726,298.1,162.14
4727,298.45,163.45
4728,298.6,168.61
4729,298.12,164.34
4730,298.38,159.94
4731,298.11,154.65
4732,298.17,163.68
4733,298.13,167.06
4734,298.39,162.25
4735,298.38,159.81
4736,298.33,162.93
4737,299.4,165.15
4738,298.37,158.46
4739,298.81,163.96
4740,298.82,155.76
4741,298.49,159.67
4742,298.68,161.75
4743,298.1,163.4
4744,298.29,167.08
4745,298.36,166.31
4746,298.2,160.06
4747,297.83,155.14
4748,298.45,162.73
4749,298.27,162.42
4750,298.58,164.23
4751,298.76,165.11
4752,298.34,164.7
4753,299.04,164.76
4754,298.58,164.05
4755,298.46,153.4
4756,298.66,158.03
4757,297.85,165.24
4758,297.62,166.18
4759,298.1,164.62
4760,298.03,163.1
4761,297.25,161.55
4762,297.16,160.85
4763,297.89,157.62
4764,298.62,162.92
4765,298.71,157.91
4766,298.59,147.42
4767,299.09,161.35
4768,298.64,166.24
4769,298.21,161.22
4770,298.89,158.57
4771,299.02,160.62
4772,298.9,160.56
4773,299.16,162.25
4774,299.09,160.69
4775,299.35,161.82
4776,299.21,158.38
4777,299.43,149.82
4778,299.65,162.55
4779,299.96,165.91
4780,299.61,168.38
4781,300.03,174.1
4782,300.19,162.09
4783,299.91,162.41
4784,299.87,154.4
4785,299.82,118.11
4786,299.86,152.39
4787,299.7,155.28
4788,300.02,158.05
4789,300.12,156.08
4790,300.15,160.3
4791,300.15,160.12
4792,300.21,163.66
4793,300.47,165.14
4794,300.69,163.4
4795,300.41,156.35
4796,300.34,153.78
4797,300.82,164.94
4798,300.78,168.82
4799,300.43,169.35
4800,300.75,163.35
4801,300.37,156.81
4802,300.72,169.4
4803,300.55,172.19
4804,300.53,166.51
4805,300.05,154.68
4806,300.61,169.73
4807,300.35,164.77
4808,300.57,163.88
4809,300.26,150.58
4810,299.65,155.62
4811,300.48,158.02
4812,300.1,152.8
4813,300.37,159.07
4814,300.38,160.63
4815,300.64,162.71
4816,300.31,149.04
4817,300.27,161.02
4818,300.48,156.47
4819,300.37,165.55
4820,297.78,149.85
4821,297.81,154.09
4822,298.06,154.18
4823,298.1,161.22
4824,298.24,167.6
4825,298.12,156.46
4826,298.1,152.66
4827,298.03,158.21
4828,298.35,166.58
4829,298.45,170.41
4830,297.97,161.18
4831,298.2,160.05
4832,298.16,154.8
4833,298.15,160.74
4834,298.38,160.91
4835,298.17,155.83
4836,298.85,159.8
4837,298.66,157.73
4838,298.38,159.42
4839,299.12,156.63
4840,298.59,156.93
4841,298.48,158.94
4842,298.52,153.06
4843,299.16,152.02
4844,299.1,162.08
4845,299.57,163.09
4846,299.29,164.39
4847,299.22,154.29
4848,299.03,160.16
4849,298.74,161.56
4850,299.08,160.07
4851,297.54,127.29
4852,299.12,165.82
4853,298.39,142.67
4854,298.64,165.44
4855,298.42,166.93
4856,298.37,160.24
4857,298.5,160.76
4858,298.55,159.64
4859,297.84,158.18
4860,298.26,138.74
4861,298.06,165.55
4862,297.57,162.89
4863,297.99,164.84
4864,298.04,163.63
4865,297.5,162.99
4866,297.5,160.98
4867,297.52,155.68
4868,297.86,156.9
4869,297.81,153.13
4870,297.81,155.85
4871,297.51,153.27
4872,297.8,152.65
4873,298.21,162.19
4874,298.2,160.32
4875,297.97,161.94
4876,298.21,163.42
4877,297.88,156.48
4878,298.25,158.55
4879,297.92,152.75
4880,298.08,150.95
4881,297.44,151.65
4882,297.73,150.78
4883,298.02,160.65
4884,298.26,160.95
4885,298.4,163.18
4886,298.38,160.39
4887,298.19,158.71
4888,297.97,152.4
4889,297.8,153.37
4890,298.07,169.44
4891,297.78,161.07
4892,297.4,137.84
4893,298.06,166.62
4894,298.04,153.54
4895,298.35,168.03
4896,298.17,166
4897,297.72,158.88
4898,297.61,149.15
4899,297.89,158.75
4900,297.79,162.41
4901,297.67,161.97
4902,298.02,160.25
4903,297.42,157.53
4904,297.85,173.08
4905,297.79,150.53
4906,297.84,161.16
4907,297.57,165.39
4908,297.56,160.07
4909,297.63,153.31
4910,297.53,145.55
4911,297.91,161.47
4912,297.51,166.3
4913,297.79,162.88
4914,297.02,149.74
4915,297.37,160.44
4916,298.07,170.35
4917,296.99,154.4
4918,297.43,126.62
4919,297.63,166.71
4920,297.84,159.76
4921,296.29,154.33
4922,297.02,63.81
4923,297.78,160
4924,298.14,158.21
4925,297.46,155.64
4926,297.54,157.74
4927,297.5,150.94
4928,297.46,146.54
4929,297.68,163.33
4930,297.65,155.98
4931,297.58,155.25
4932,297.71,158.11
4933,297.06,149.34
4934,297.99,166.18
4935,297.37,151.3
4936,297.8,152.92
4937,298.94,155.13
4938,298.41,156.32
4939,298.05,153.67
4940,298.83,147.76
4941,298.9,159.67
4942,300.62,160.82
4943,300.99,155.95
4944,300.62,128.21
4945,300.82,154.89
4946,300.66,166.8
4947,300.47,156.46
4948,300.28,153.45
4949,300.21,151.12
4950,299.9,148.43
4951,300.34,145.61
4952,301.43,155.51
4953,303.06,164.58
4954,303.71,164.52
4955,303.4,153.01
4956,303.26,147.37
4957,302.9,155.35
4958,303.37,155.78
4959,303.7,163.69
4960,303.8,159.12
4961,303.78,156.24
4962,303.39,148.58
4963,302.64,152.13
4964,302.67,159.75
4965,302.68,159.99
4966,302.46,152.25
4967,302.17,144.27
4968,302.32,151.12
4969,302.63,162.69
4970,302.66,156.09
4971,302.34,152.69
4972,302.18,153.9
4973,301.47,148.88
4975,300.56,148.77
4976,300.84,157.57
4977,300.37,157.61
4978,300.13,156.39
4979,300.27,150.47
4980,300.55,147.32
4981,300.15,144.42
4982,300.97,147.44
4983,300.73,158.83
4984,299.91,150.88
4985,301.41,151.24
4986,301.15,150.47
4987,301.17,154.24
4988,301.57,154.24
4989,300.15,147.49
4990,300.67,149.89
4991,301.41,155.36
4992,301.3,155.54
4993,301.7,153.98
4994,301.68,151.98
4995,302.41,153.59
4996,302.42,147.96
4997,303.11,144.12
4998,303.41,141.39
4999,302.93,141.84
5000,302.97,159.65
5001,302.8,161.03
5002,302.42,154.86
5003,302.49,145.76
5004,302.47,153.66
5005,302.65,154.99
5006,301.78,146.72
5007,303.44,157.62
5008,302.94,146.92
5009,299.26,158.25
5010,299.73,160.22
5011,300.11,153.07
5012,297.89,139.27
5013,379.71,82.97
5014,299.28,29.8
5015,301.46,0
5016,644.7,0
5017,297.55,23.89
5018,710.81,0
5019,692.33,0
5020,301.78,124.55
5021,456.72,37.43
5022,589.43,0
5023,722.14,0
5024,759.87,0
5025,772.1,0
5026,778.67,0
5027,778.61,0
5028,781.65,0
5029,793.11,0
5030,909.42,0
5031,821.76,0
5032,861.96,0
5033,1032.02,0
5034,1079.49,0
5035,1104.14,0
5036,1108.93,0
5037,1113.31,0
5038,1020.52,0
5039,894.6,0
5040,977.46,0
5041,1130.29,0
5042,1110.43,0
5043,1399.34,0
5044,1423.78,0
5045,1080.15,0
5046,1434.08,0
5047,1399.71,0
5048,1085.78,0
5049,1548.86,0
5050,963.1,0
5051,935.45,0
5052,949.27,0
5053,935.45,0
5054,944.54,0
5055,944.54,0
5056,933.05,0
5057,941.96,0
5058,945.56,0
5059,950.41,0
5060,950.71,0
5061,950.82,0
5062,957.58,0
5063,964.53,0
5064,970.81,0
5065,973.92,0
5066,980.69,0
5067,980.15,0
5068,991.29,0
5069,995.18,0
5070,992.79,0
5071,1000.75,0
5072,1006.86,0
5073,1010.1,0
5074,1013.63,0
5075,1017.11,0
5076,1019.74,0
5077,1022.02,0
5078,1027.23,0
5079,1031.42,0
5080,1034.71,0
5081,1034.36,0
5082,1038.49,0
5083,1039.57,0
5084,1043.59,0
5085,1047.12,0
5086,1051.97,0
5087,1051.07,0
5088,1051.61,0
5089,1060.73,0
5090,1064.32,0
5091,1062.35,0
5092,1064.62,0
5093,1072.29,0
5094,1075.84,0
5095,1078.23,0
5096,1082.31,0
5097,1085.07,0
5098,1086.98,0
5099,1086.5,0
5100,1088.06,0
5101,1091.6,0
5102,1095.44,0
5103,1096.53,0
5104,1099.93,0
5105,1100.83,0
5106,1104.61,0
5107,1108.63,0
5108,1112.53,0
5109,1112.53,0
5110,1118.89,0
5111,1121.42,0
5112,1127.17,0
5113,1127.17,0
5114,1130.06,0
5115,1134.61,0
5116,1139,0
5117,1145.47,0
5118,1148.29,0
5119,1150.09,0
5120,1153.87,0
5121,1146.02,0
5122,1186.47,0
5123,1274.25,0
5124,1437.32,0
5125,1374.61,0
5126,1466.1,0
5127,1347.78,0
5128,1385.93,0
5129,1437.99,0
5130,1464.17,0
5131,1493.09,0
5132,1180.53,0
5133,1377.87,0
5134,1313.56,0
5135,1228.75,0
5136,726.45,342.09
5137,441.41,510.35
5138,402.09,441.81
5139,425.64,265.79
5140,579.73,156.55
5141,855.22,43.42
5142,1007.22,0
5143,1043.9,0
5144,1376.49,0
5145,1253.64,0
5146,1604.47,0
5147,1073.08,0
5148,1076.31,0
5149,1085.78,0
5150,1101.26,0
5151,1107.73,0
5152,1106.47,0
5153,1112.29,0
5154,1116.01,0
5155,1122.07,0
5156,1129.1,0
5157,1134.68,0
5158,1137.91,0
5159,1142.17,0
5160,1144.93,0
5161,1148.95,0
5162,1148.65,0
5163,1150.15,0
5164,1150.09,0
5165,1143.07,0
5166,1151.24,0
5167,1157.3,0
5168,1164.55,0
5169,1162.34,0
5170,1168.4,0
5171,1170.39,0
5172,1171.29,0
5173,1178.42,0
5174,1176.98,0
5175,1177.41,0
5176,1175.36,0
5177,1183.83,0
5178,1179.45,0
5179,1180.71,0
5180,1190.08,0
5181,1189.72,0
5182,1191.94,0
5183,1164.87,0
5184,1190.43,0
5185,1184.86,0
5186,1162.73,0
5187,1197.21,0
5188,1197.51,0
5189,1170.89,0
5190,1176.87,0
5191,1208.45,0
5192,1206.53,0
5193,1207.91,0
5194,1219.69,0
5195,1218.6,0
5196,1211.69,0
5197,437.43,456.81
5198,302.07,333.83
5199,301.44,219.89
5200,301.64,176.6
5201,301.21,130.17
5202,302.03,106.55
5203,473.62,18.86
5204,302.77,352.28
5205,304.3,546.6
5206,303.61,439.21
5207,302.2,281.5
5208,301.69,204.73
5209,301.46,155.16
5210,301.69,130.14
5211,301.8,102.3
5212,301.89,84.16
5213,609.65,16.9
5214,926.29,0
5215,301.85,217.8
